"Posição","Nome","Localidade","2005","2009","Unidade","Multiplicador"
"1.2.1.1.1.1.2","Privado","Maranhão",,"16","estabelecimentos",1
"1.2.1.1.1.1.2","Privado","Piauí",,"33","estabelecimentos",1
"1.2.1.1.1.1.2","Privado","Ceará",,"34","estabelecimentos",1
"1.2.1.1.1.1.2","Privado","Rio Grande do Norte",,"22","estabelecimentos",1
"1.2.1.1.1.1.2","Privado","Paraíba",,"25","estabelecimentos",1
"1.2.1.1.1.1.2","Privado","Pernambuco",,"20","estabelecimentos",1
"1.2.1.1.1.1.2","Privado","Alagoas",,"9","estabelecimentos",1
"1.2.1.1.1.1.2","Privado","Sergipe",,"6","estabelecimentos",1
"1.2.1.1.1.1.2","Privado","Bahia",,"103","estabelecimentos",1
"1.2.1.1.1.1.2","Privado","Minas Gerais",,"296","estabelecimentos",1
"1.2.1.1.1.1.2","Privado","Espírito Santo",,"38","estabelecimentos",1
"1.2.1.1.1.1.2","Privado","Rio de Janeiro",,"91","estabelecimentos",1
"1.2.1.1.1.1.2","Privado","São Paulo",,"332","estabelecimentos",1
"1.2.1.1.1.1.2","Privado","Paraná",,"159","estabelecimentos",1
"1.2.1.1.1.1.2","Privado","Santa Catarina",,"97","estabelecimentos",1
"1.2.1.1.1.1.2","Privado","Rio Grande do Sul",,"169","estabelecimentos",1
"1.2.1.1.1.1.2","Privado","Mato Grosso do Sul",,"35","estabelecimentos",1
"1.2.1.1.1.1.2","Privado","Mato Grosso",,"52","estabelecimentos",1
"1.2.1.1.1.1.2","Privado","Goiás",,"48","estabelecimentos",1
"1.2.1.1.1.1.2","Privado","Distrito Federal",,"2","estabelecimentos",1
"1.2.1.1.1.1.2.1","SUS","Rondônia",,"1","estabelecimentos",1
"1.2.1.1.1.1.2.1","SUS","Acre",,"0","estabelecimentos",1
"1.2.1.1.1.1.2.1","SUS","Amazonas",,"1","estabelecimentos",1
"1.2.1.1.1.1.2.1","SUS","Roraima",,"0","estabelecimentos",1
"1.2.1.1.1.1.2.1","SUS","Pará",,"44","estabelecimentos",1
"1.2.1.1.1.1.2.1","SUS","Amapá",,"0","estabelecimentos",1
"1.2.1.1.1.1.2.1","SUS","Tocantins",,"1","estabelecimentos",1
"1.2.1.1.1.1.2.1","SUS","Maranhão",,"11","estabelecimentos",1
"1.2.1.1.1.1.2.1","SUS","Piauí",,"29","estabelecimentos",1
"1.2.1.1.1.1.2.1","SUS","Ceará",,"25","estabelecimentos",1
"1.2.1.1.1.1.2.1","SUS","Rio Grande do Norte",,"19","estabelecimentos",1
"1.2.1.1.1.1.2.1","SUS","Paraíba",,"21","estabelecimentos",1
"1.2.1.1.1.1.2.1","SUS","Pernambuco",,"14","estabelecimentos",1
"1.2.1.1.1.1.2.1","SUS","Alagoas",,"8","estabelecimentos",1
"1.2.1.1.1.1.2.1","SUS","Sergipe",,"6","estabelecimentos",1
"1.2.1.1.1.1.2.1","SUS","Bahia",,"87","estabelecimentos",1
"1.2.1.1.1.1.2.1","SUS","Minas Gerais",,"255","estabelecimentos",1
"1.2.1.1.1.1.2.1","SUS","Espírito Santo",,"34","estabelecimentos",1
"1.2.1.1.1.1.2.1","SUS","Rio de Janeiro",,"54","estabelecimentos",1
"1.2.1.1.1.1.2.1","SUS","São Paulo",,"211","estabelecimentos",1
"1.2.1.1.1.1.2.1","SUS","Paraná",,"140","estabelecimentos",1
"1.2.1.1.1.1.2.1","SUS","Santa Catarina",,"91","estabelecimentos",1
"1.2.1.1.1.1.2.1","SUS","Rio Grande do Sul",,"161","estabelecimentos",1
"1.2.1.1.1.1.2.1","SUS","Mato Grosso do Sul",,"27","estabelecimentos",1
"1.2.1.1.1.1.2.1","SUS","Mato Grosso",,"30","estabelecimentos",1
"1.2.1.1.1.1.2.1","SUS","Goiás",,"34","estabelecimentos",1
"1.2.1.1.1.1.2.1","SUS","Distrito Federal",,"1","estabelecimentos",1
"1.2.1.1.2","Sem internação","Rondônia",,"170","estabelecimentos",1
"1.2.1.1.2","Sem internação","Acre",,"228","estabelecimentos",1
"1.2.1.1.2","Sem internação","Amazonas",,"617","estabelecimentos",1
"1.2.1.1.2","Sem internação","Roraima",,"357","estabelecimentos",1
"1.2.1.1.2","Sem internação","Pará",,"1724","estabelecimentos",1
"1.2.1.1.2","Sem internação","Amapá",,"162","estabelecimentos",1
"1.2.1.1.2","Sem internação","Tocantins",,"378","estabelecimentos",1
"1.2.1.1.2","Sem internação","Maranhão",,"1751","estabelecimentos",1
"1.2.1.1.2","Sem internação","Piauí",,"1303","estabelecimentos",1
"1.2.1.1.2","Sem internação","Ceará",,"2312","estabelecimentos",1
"1.2.1.1.2","Sem internação","Rio Grande do Norte",,"988","estabelecimentos",1
"1.2.1.1.2","Sem internação","Paraíba",,"1455","estabelecimentos",1
"1.2.1.1.2","Sem internação","Pernambuco",,"2259","estabelecimentos",1
"1.2.1.1.2","Sem internação","Alagoas",,"1015","estabelecimentos",1
"1.2.1.1.2","Sem internação","Sergipe",,"600","estabelecimentos",1
"1.2.1.1.2","Sem internação","Bahia",,"3930","estabelecimentos",1
"1.2.1.1.2","Sem internação","Minas Gerais",,"4345","estabelecimentos",1
"1.2.1.1.2","Sem internação","Espírito Santo",,"808","estabelecimentos",1
"1.2.1.1.2","Sem internação","Rio de Janeiro",,"1456","estabelecimentos",1
"1.2.1.1.2","Sem internação","São Paulo",,"2907","estabelecimentos",1
"1.2.1.1.2","Sem internação","Paraná",,"2409","estabelecimentos",1
"1.2.1.1.2","Sem internação","Santa Catarina",,"1406","estabelecimentos",1
"1.2.1.1.2","Sem internação","Rio Grande do Sul",,"1417","estabelecimentos",1
"1.2.1.1.2","Sem internação","Mato Grosso do Sul",,"502","estabelecimentos",1
"1.2.1.1.2","Sem internação","Mato Grosso",,"1026","estabelecimentos",1
"1.2.1.1.2","Sem internação","Goiás",,"1138","estabelecimentos",1
"1.2.1.1.2","Sem internação","Distrito Federal",,"148","estabelecimentos",1
"1.2.1.1.2.1","Esfera administrativa",,,,"",""
"1.2.1.1.2.1.1","Público","Rondônia",,"165","estabelecimentos",1
"1.2.1.1.2.1.1","Público","Acre",,"228","estabelecimentos",1
"1.2.1.1.2.1.1","Público","Amazonas",,"611","estabelecimentos",1
"1.2.1.1.2.1.1","Público","Roraima",,"348","estabelecimentos",1
"1.2.1.1.2.1.1","Público","Pará",,"1692","estabelecimentos",1
"1.2.1.1.2.1.1","Público","Amapá",,"162","estabelecimentos",1
"1.2.1.1.2.1.1","Público","Tocantins",,"368","estabelecimentos",1
"1.2.1.1.2.1.1","Público","Maranhão",,"1731","estabelecimentos",1
"1.2.1.1.2.1.1","Público","Piauí",,"1284","estabelecimentos",1
"1.2.1.1.2.1.1","Público","Ceará",,"2292","estabelecimentos",1
"1.2.1.1.2.1.1","Público","Rio Grande do Norte",,"983","estabelecimentos",1
"1.2.1.1.2.1.1","Público","Paraíba",,"1439","estabelecimentos",1
"1.2.1.1.2.1.1","Público","Pernambuco",,"2218","estabelecimentos",1
"1.2.1.1.2.1.1","Público","Alagoas",,"998","estabelecimentos",1
"1.2.1.1.2.1.1","Público","Sergipe",,"584","estabelecimentos",1
"1.2.1.1.2.1.1","Público","Bahia",,"3890","estabelecimentos",1
"1.2.1.1.2.1.1","Público","Minas Gerais",,"4251","estabelecimentos",1
"1.2.1.1.2.1.1","Público","Espírito Santo",,"762","estabelecimentos",1
"1.2.1.1.2.1.1","Público","Rio de Janeiro",,"1332","estabelecimentos",1
"1.2.1.1.2.1.1","Público","São Paulo",,"2662","estabelecimentos",1
"1.2.1.1.2.1.1","Público","Paraná",,"2229","estabelecimentos",1
"1.2.1.1.2.1.1","Público","Santa Catarina",,"1308","estabelecimentos",1
"1.2.1.1.2.1.1","Público","Rio Grande do Sul",,"1374","estabelecimentos",1
"1.2.1.1.2.1.1","Público","Mato Grosso do Sul",,"493","estabelecimentos",1
"1.2.1.1.2.1.1","Público","Mato Grosso",,"1014","estabelecimentos",1
"1.2.1.1.2.1.1","Público","Goiás",,"1129","estabelecimentos",1
"1.2.1.1.2.1.1","Público","Distrito Federal",,"53","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Rondônia",,"5","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Acre",,"0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Amazonas",,"6","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Roraima",,"9","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Pará",,"32","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Amapá",,"0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Tocantins",,"10","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Maranhão",,"20","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Piauí",,"19","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Ceará",,"20","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Rio Grande do Norte",,"5","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Paraíba",,"16","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Pernambuco",,"41","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Alagoas",,"17","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Sergipe",,"16","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Bahia",,"40","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Minas Gerais",,"94","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Espírito Santo",,"46","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Rio de Janeiro",,"124","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","São Paulo",,"245","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Paraná",,"180","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Santa Catarina",,"98","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Rio Grande do Sul",,"43","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Mato Grosso do Sul",,"9","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Mato Grosso",,"12","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Goiás",,"9","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Distrito Federal",,"95","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Rondônia",,"0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Acre",,"0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Amazonas",,"0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Roraima",,"2","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Pará",,"18","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Amapá",,"0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Tocantins",,"2","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Maranhão",,"7","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Piauí",,"8","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Ceará",,"4","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Rio Grande do Norte",,"1","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Paraíba",,"10","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Pernambuco",,"14","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Alagoas",,"2","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Sergipe",,"8","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Bahia",,"15","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Minas Gerais",,"19","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Espírito Santo",,"8","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Rio de Janeiro",,"15","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","São Paulo",,"45","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Paraná",,"38","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Santa Catarina",,"13","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Rio Grande do Sul",,"10","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Mato Grosso do Sul",,"2","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Mato Grosso",,"1","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Goiás",,"1","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Distrito Federal",,"19","estabelecimentos",1
"1.2.2","Com especialidades",,,,"",""
"1.2.2.1","Tipo de atendimento",,,,"",""
"1.2.2.1.1","Com internação","Rondônia",,"77","estabelecimentos",1
"1.2.2.1.1","Com internação","Acre",,"20","estabelecimentos",1
"1.2.2.1.1","Com internação","Amazonas",,"49","estabelecimentos",1
"1.2.2.1.1","Com internação","Roraima",,"9","estabelecimentos",1
"1.2.2.1.1","Com internação","Pará",,"134","estabelecimentos",1
"1.2.2.1.1","Com internação","Amapá",,"14","estabelecimentos",1
"1.2.2.1.1","Com internação","Tocantins",,"26","estabelecimentos",1
"1.2.2.1.1","Com internação","Maranhão",,"123","estabelecimentos",1
"1.2.2.1.1","Com internação","Piauí",,"41","estabelecimentos",1
"1.2.2.1.1","Com internação","Ceará",,"160","estabelecimentos",1
"1.2.2.1.1","Com internação","Rio Grande do Norte",,"93","estabelecimentos",1
"1.2.2.1.1","Com internação","Paraíba",,"79","estabelecimentos",1
"1.2.2.1.1","Com internação","Pernambuco",,"228","estabelecimentos",1
"1.2.2.1.1","Com internação","Alagoas",,"49","estabelecimentos",1
"1.2.2.1.1","Com internação","Sergipe",,"22","estabelecimentos",1
"1.2.2.1.1","Com internação","Bahia",,"311","estabelecimentos",1
"1.2.2.1.1","Com internação","Minas Gerais",,"257","estabelecimentos",1
"1.2.2.1.1","Com internação","Espírito Santo",,"56","estabelecimentos",1
"1.2.2.1.1","Com internação","Rio de Janeiro",,"254","estabelecimentos",1
"1.2.2.1.1","Com internação","São Paulo",,"411","estabelecimentos",1
"1.2.2.1.1","Com internação","Paraná",,"187","estabelecimentos",1
"1.2.2.1.1","Com internação","Santa Catarina",,"110","estabelecimentos",1
"1.2.2.1.1","Com internação","Rio Grande do Sul",,"163","estabelecimentos",1
"1.2.2.1.1","Com internação","Mato Grosso do Sul",,"68","estabelecimentos",1
"1.2.2.1.1","Com internação","Mato Grosso",,"47","estabelecimentos",1
"1.2.2.1.1","Com internação","Goiás",,"238","estabelecimentos",1
"1.2.2.1.1","Com internação","Distrito Federal",,"45","estabelecimentos",1
"1.2.2.1.1.1","Esfera administrativa",,,,"",""
"1.2.2.1.1.1.1","Público","Rondônia",,"43","estabelecimentos",1
"1.2.2.1.1.1.1","Público","Acre",,"14","estabelecimentos",1
"1.2.2.1.1.1.1","Público","Amazonas",,"37","estabelecimentos",1
"1.2.2.1.1.1.1","Público","Roraima",,"7","estabelecimentos",1
"1.2.2.1.1.1.1","Público","Pará",,"61","estabelecimentos",1
"1.2.2.1.1.1.1","Público","Amapá",,"10","estabelecimentos",1
"1.2.2.1.1.1.1","Público","Tocantins",,"20","estabelecimentos",1
"1.2.2.1.1.1.1","Público","Maranhão",,"84","estabelecimentos",1
"1.2.2.1.1.1.1","Público","Piauí",,"22","estabelecimentos",1
"1.2.2.1.1.1.1","Público","Ceará",,"95","estabelecimentos",1
"1.2.2.1.1.1.1","Público","Rio Grande do Norte",,"59","estabelecimentos",1
"1.2.2.1.1.1.1","Público","Paraíba",,"44","estabelecimentos",1
"1.2.2.1.1.1.1","Público","Pernambuco",,"145","estabelecimentos",1
"1.2.2.1.1.1.1","Público","Alagoas",,"25","estabelecimentos",1
"1.2.2.1.1.1.1","Público","Sergipe",,"7","estabelecimentos",1
"1.2.2.1.1.1.1","Público","Bahia",,"168","estabelecimentos",1
"1.2.2.1.1.1.1","Público","Minas Gerais",,"81","estabelecimentos",1
"1.2.2.1.1.1.1","Público","Espírito Santo",,"15","estabelecimentos",1
"1.2.2.1.1.1.1","Público","Rio de Janeiro",,"90","estabelecimentos",1
"1.2.2.1.1.1.1","Público","São Paulo",,"108","estabelecimentos",1
"1.2.2.1.1.1.1","Público","Paraná",,"55","estabelecimentos",1
"1.2.2.1.1.1.1","Público","Santa Catarina",,"21","estabelecimentos",1
"1.2.2.1.1.1.1","Público","Rio Grande do Sul",,"29","estabelecimentos",1
"1.2.2.1.1.1.1","Público","Mato Grosso do Sul",,"22","estabelecimentos",1
"1.2.2.1.1.1.1","Público","Mato Grosso",,"16","estabelecimentos",1
"1.2.2.1.1.1.1","Público","Goiás",,"104","estabelecimentos",1
"1.2.2.1.1.1.1","Público","Distrito Federal",,"15","estabelecimentos",1
"1.2.2.1.1.1.2","Privado","Rondônia",,"34","estabelecimentos",1
"1.2.2.1.1.1.2","Privado","Acre",,"6","estabelecimentos",1
"1.2.2.1.1.1.2","Privado","Amazonas",,"12","estabelecimentos",1
"1.2.2.1.1.1.2","Privado","Roraima",,"2","estabelecimentos",1
"1.2.2.1.1.1.2","Privado","Pará",,"73","estabelecimentos",1
"1.2.2.1.1.1.2","Privado","Amapá",,"4","estabelecimentos",1
"1.2.2.1.1.1.2","Privado","Tocantins",,"6","estabelecimentos",1
"1.2.2.1.1.1.2","Privado","Maranhão",,"39","estabelecimentos",1
"1.2.2.1.1.1.2","Privado","Piauí",,"19","estabelecimentos",1
"1.2.2.1.1.1.2","Privado","Ceará",,"65","estabelecimentos",1
"1.2.2.1.1.1.2","Privado","Rio Grande do Norte",,"34","estabelecimentos",1
"1.2.2.1.1.1.2","Privado","Paraíba",,"35","estabelecimentos",1
"1.2.2.1.1.1.2","Privado","Pernambuco",,"83","estabelecimentos",1
"1.2.2.1.1.1.2","Privado","Alagoas",,"24","estabelecimentos",1
"1.2.2.1.1.1.2","Privado","Sergipe",,"15","estabelecimentos",1
"1.2.2.1.1.1.2","Privado","Bahia",,"143","estabelecimentos",1
"1.2.2.1.1.1.2","Privado","Minas Gerais",,"176","estabelecimentos",1
"1.2.2.1.1.1.2","Privado","Espírito Santo",,"41","estabelecimentos",1
"1.2.2.1.1.1.2","Privado","Rio de Janeiro",,"164","estabelecimentos",1
"1.2.2.1.1.1.2","Privado","São Paulo",,"303","estabelecimentos",1
"1.2.2.1.1.1.2","Privado","Paraná",,"132","estabelecimentos",1
"1.2.2.1.1.1.2","Privado","Santa Catarina",,"89","estabelecimentos",1
"1.2.2.1.1.1.2","Privado","Rio Grande do Sul",,"134","estabelecimentos",1
"1.2.2.1.1.1.2","Privado","Mato Grosso do Sul",,"46","estabelecimentos",1
"1.2.2.1.1.1.2","Privado","Mato Grosso",,"31","estabelecimentos",1
"1.2.2.1.1.1.2","Privado","Goiás",,"134","estabelecimentos",1
"1.2.2.1.1.1.2","Privado","Distrito Federal",,"30","estabelecimentos",1
"1.2.2.1.1.1.2.1","SUS","Rondônia",,"5","estabelecimentos",1
"1.2.2.1.1.1.2.1","SUS","Acre",,"4","estabelecimentos",1
"1.2.2.1.1.1.2.1","SUS","Amazonas",,"7","estabelecimentos",1
"1.2.2.1.1.1.2.1","SUS","Roraima",,"0","estabelecimentos",1
"1.2.2.1.1.1.2.1","SUS","Pará",,"46","estabelecimentos",1
"1.2.2.1.1.1.2.1","SUS","Amapá",,"1","estabelecimentos",1
"1.2.2.1.1.1.2.1","SUS","Tocantins",,"0","estabelecimentos",1
"1.2.2.1.1.1.2.1","SUS","Maranhão",,"25","estabelecimentos",1
"1.2.2.1.1.1.2.1","SUS","Piauí",,"11","estabelecimentos",1
"1.2.2.1.1.1.2.1","SUS","Ceará",,"46","estabelecimentos",1
"1.2.2.1.1.1.2.1","SUS","Rio Grande do Norte",,"30","estabelecimentos",1
"1.2.2.1.1.1.2.1","SUS","Paraíba",,"23","estabelecimentos",1
"1.2.2.1.1.1.2.1","SUS","Pernambuco",,"45","estabelecimentos",1
"1.2.2.1.1.1.2.1","SUS","Alagoas",,"16","estabelecimentos",1
"1.2.2.1.1.1.2.1","SUS","Sergipe",,"11","estabelecimentos",1
"1.2.2.1.1.1.2.1","SUS","Bahia",,"96","estabelecimentos",1
"1.2.2.1.1.1.2.1","SUS","Minas Gerais",,"125","estabelecimentos",1
"1.2.2.1.1.1.2.1","SUS","Espírito Santo",,"22","estabelecimentos",1
"1.2.2.1.1.1.2.1","SUS","Rio de Janeiro",,"66","estabelecimentos",1
"1.2.2.1.1.1.2.1","SUS","São Paulo",,"155","estabelecimentos",1
"1.2.2.1.1.1.2.1","SUS","Paraná",,"95","estabelecimentos",1
"1.2.2.1.1.1.2.1","SUS","Santa Catarina",,"60","estabelecimentos",1
"1.2.2.1.1.1.2.1","SUS","Rio Grande do Sul",,"110","estabelecimentos",1
"1.2.2.1.1.1.2.1","SUS","Mato Grosso do Sul",,"30","estabelecimentos",1
"1.2.2.1.1.1.2.1","SUS","Mato Grosso",,"22","estabelecimentos",1
"1.2.2.1.1.1.2.1","SUS","Goiás",,"86","estabelecimentos",1
"1.2.2.1.1.1.2.1","SUS","Distrito Federal",,"4","estabelecimentos",1
"1.2.2.1.2","Sem internação","Rondônia",,"188","estabelecimentos",1
"1.2.2.1.2","Sem internação","Acre",,"64","estabelecimentos",1
"1.2.2.1.2","Sem internação","Amazonas",,"148","estabelecimentos",1
"1.2.2.1.2","Sem internação","Roraima",,"38","estabelecimentos",1
"1.2.2.1.2","Sem internação","Pará",,"431","estabelecimentos",1
"1.2.2.1.2","Sem internação","Amapá",,"63","estabelecimentos",1
"1.2.2.1.2","Sem internação","Tocantins",,"135","estabelecimentos",1
"1.2.2.1.2","Sem internação","Maranhão",,"291","estabelecimentos",1
"1.2.2.1.2","Sem internação","Piauí",,"221","estabelecimentos",1
"1.2.2.1.2","Sem internação","Ceará",,"749","estabelecimentos",1
"1.2.2.1.2","Sem internação","Rio Grande do Norte",,"376","estabelecimentos",1
"1.2.2.1.2","Sem internação","Paraíba",,"427","estabelecimentos",1
"1.2.2.1.2","Sem internação","Pernambuco",,"707","estabelecimentos",1
"1.2.2.1.2","Sem internação","Alagoas",,"210","estabelecimentos",1
"1.2.2.1.2","Sem internação","Sergipe",,"314","estabelecimentos",1
"1.2.2.1.2","Sem internação","Bahia",,"1620","estabelecimentos",1
"1.2.2.1.2","Sem internação","Minas Gerais",,"3617","estabelecimentos",1
"1.2.2.1.2","Sem internação","Espírito Santo",,"587","estabelecimentos",1
"1.2.2.1.2","Sem internação","Rio de Janeiro",,"2288","estabelecimentos",1
"1.2.2.1.2","Sem internação","São Paulo",,"5637","estabelecimentos",1
"1.2.2.1.2","Sem internação","Paraná",,"1271","estabelecimentos",1
"1.2.2.1.2","Sem internação","Santa Catarina",,"1222","estabelecimentos",1
"1.2.2.1.2","Sem internação","Rio Grande do Sul",,"1959","estabelecimentos",1
"1.2.2.1.2","Sem internação","Mato Grosso do Sul",,"397","estabelecimentos",1
"1.2.2.1.2","Sem internação","Mato Grosso",,"298","estabelecimentos",1
"1.2.2.1.2","Sem internação","Goiás",,"802","estabelecimentos",1
"1.2.2.1.2","Sem internação","Distrito Federal",,"443","estabelecimentos",1
"1.2.2.1.2.1","Esfera administrativa",,,,"",""
"1.2.2.1.2.1.1","Público","Rondônia",,"99","estabelecimentos",1
"1.2.2.1.2.1.1","Público","Acre",,"28","estabelecimentos",1
"1.2.2.1.2.1.1","Público","Amazonas",,"71","estabelecimentos",1
"1.2.2.1.2.1.1","Público","Roraima",,"18","estabelecimentos",1
"1.2.2.1.2.1.1","Público","Pará",,"180","estabelecimentos",1
"1.2.2.1.2.1.1","Público","Amapá",,"36","estabelecimentos",1
"1.2.2.1.2.1.1","Público","Tocantins",,"38","estabelecimentos",1
"1.2.2.1.2.1.1","Público","Maranhão",,"119","estabelecimentos",1
"1.2.2.1.2.1.1","Público","Piauí",,"39","estabelecimentos",1
"1.2.2.1.2.1.1","Público","Ceará",,"423","estabelecimentos",1
"1.2.2.1.2.1.1","Público","Rio Grande do Norte",,"158","estabelecimentos",1
"1.2.2.1.2.1.1","Público","Paraíba",,"217","estabelecimentos",1
"1.2.2.1.2.1.1","Público","Pernambuco",,"238","estabelecimentos",1
"1.2.2.1.2.1.1","Público","Alagoas",,"109","estabelecimentos",1
"1.2.2.1.2.1.1","Público","Sergipe",,"156","estabelecimentos",1
"1.2.2.1.2.1.1","Público","Bahia",,"440","estabelecimentos",1
"1.2.2.1.2.1.1","Público","Minas Gerais",,"1997","estabelecimentos",1
"1.2.2.1.2.1.1","Público","Espírito Santo",,"288","estabelecimentos",1
"1.2.2.1.2.1.1","Público","Rio de Janeiro",,"701","estabelecimentos",1
"1.2.2.1.2.1.1","Público","São Paulo",,"2492","estabelecimentos",1
"1.2.2.1.2.1.1","Público","Paraná",,"459","estabelecimentos",1
"1.2.2.1.2.1.1","Público","Santa Catarina",,"534","estabelecimentos",1
"1.2.2.1.2.1.1","Público","Rio Grande do Sul",,"1160","estabelecimentos",1
"1.2.2.1.2.1.1","Público","Mato Grosso do Sul",,"225","estabelecimentos",1
"1.2.2.1.2.1.1","Público","Mato Grosso",,"138","estabelecimentos",1
"1.2.2.1.2.1.1","Público","Goiás",,"215","estabelecimentos",1
"1.2.2.1.2.1.1","Público","Distrito Federal",,"67","estabelecimentos",1
"1.2.2.1.2.1.2","Privado","Rondônia",,"89","estabelecimentos",1
"1.2.2.1.2.1.2","Privado","Acre",,"36","estabelecimentos",1
"1.2.2.1.2.1.2","Privado","Amazonas",,"77","estabelecimentos",1
"1.2.2.1.2.1.2","Privado","Roraima",,"20","estabelecimentos",1
"1.2.2.1.2.1.2","Privado","Pará",,"251","estabelecimentos",1
"1.2.2.1.2.1.2","Privado","Amapá",,"27","estabelecimentos",1
"1.2.2.1.2.1.2","Privado","Tocantins",,"97","estabelecimentos",1
"1.2.2.1.2.1.2","Privado","Maranhão",,"172","estabelecimentos",1
"1.2.2.1.2.1.2","Privado","Piauí",,"182","estabelecimentos",1
"1.2.2.1.2.1.2","Privado","Ceará",,"326","estabelecimentos",1
"1.2.2.1.2.1.2","Privado","Rio Grande do Norte",,"218","estabelecimentos",1
"1.2.2.1.2.1.2","Privado","Paraíba",,"210","estabelecimentos",1
"1.2.2.1.2.1.2","Privado","Pernambuco",,"469","estabelecimentos",1
"1.2.2.1.2.1.2","Privado","Alagoas",,"101","estabelecimentos",1
"1.2.2.1.2.1.2","Privado","Sergipe",,"158","estabelecimentos",1
"1.2.2.1.2.1.2","Privado","Bahia",,"1180","estabelecimentos",1
"1.2.2.1.2.1.2","Privado","Minas Gerais",,"1620","estabelecimentos",1
"1.2.2.1.2.1.2","Privado","Espírito Santo",,"299","estabelecimentos",1
"1.2.2.1.2.1.2","Privado","Rio de Janeiro",,"1587","estabelecimentos",1
"1.2.2.1.2.1.2","Privado","São Paulo",,"3145","estabelecimentos",1
"1.2.2.1.2.1.2","Privado","Paraná",,"812","estabelecimentos",1
"1.2.2.1.2.1.2","Privado","Santa Catarina",,"688","estabelecimentos",1
"1.2.2.1.2.1.2","Privado","Rio Grande do Sul",,"799","estabelecimentos",1
"1.2.2.1.2.1.2","Privado","Mato Grosso do Sul",,"172","estabelecimentos",1
"1.2.2.1.2.1.2","Privado","Mato Grosso",,"160","estabelecimentos",1
"1.2.2.1.2.1.2","Privado","Goiás",,"587","estabelecimentos",1
"1.2.2.1.2.1.2","Privado","Distrito Federal",,"376","estabelecimentos",1
"1.2.2.1.2.1.2.1","SUS","Rondônia",,"21","estabelecimentos",1
"1.2.2.1.2.1.2.1","SUS","Acre",,"1","estabelecimentos",1
"1.2.2.1.2.1.2.1","SUS","Amazonas",,"21","estabelecimentos",1
"1.2.2.1.2.1.2.1","SUS","Roraima",,"6","estabelecimentos",1
"1.2.2.1.2.1.2.1","SUS","Pará",,"67","estabelecimentos",1
